Run,Event,PID1,Q1,E1,px1,py1,pz1,eta1,phi1,PID2,Q2,E2,px2,py2,pz2,eta2,phi2,PID3,Q3,E3,px3,py3,pz3,eta3,phi3,PID4,Q4,E4,px4,py4,pz4,eta4,phi4
194533,194510,11,-1,53.9698,11.5009,-38.1771,36.3728,0.817939,-1.27819,11,-1,35.2442,-4.98281,31.4573,15.0917,0.457697,1.72789,-11,1,5.01681,-2.81816,3.80086,1.66728,0.345455,2.20881,-11,1,6.15372,-1.72753,4.22882,-4.12323,-0.810814,1.95862
194533,1311104,11,-1,58.7706,-51.2002,28.8198,1.39379,0.0237202,2.62891,11,-1,86.1064,1.35965,-52.2547,68.4245,1.08393,-1.54478,-11,1,56.4978,23.7678,18.2802,-47.8846,-1.24738,0.655624,-11,1,32.0008,27.0697,9.81223,-13.9643,-0.467744,0.34775
200519,1448819,-13,1,5.74793,-2.0127,0.0887031,5.38226,1.70913,3.09755,11,-1,142.478,91.3073,-56.001,-93.9513,-0.791767,-0.550159,-11,1,237.647,-88.9408,45.4596,-215.637,-1.5125,2.66909,11,-1,3.04506,-0.836028,2.90052,0.400583,0.132318,1.85142
206859,501310,-11,1,31.4484,26.0998,15.0175,-9.07045,-0.296846,0.522126,11,-1,71.4207,-12.2688,-23.9649,-66.1519,-1.63118,-2.04396,11,-1,15.8604,5.33098,11.6619,-9.3344,-0.675424,1.14203,-11,1,9.27308,9.17599,0.353223,-1.29088,-0.140118,0.0384753
194533,832791,11,-1,73.4982,29.0522,-47.8515,47.6256,0.771813,-1.02515,-11,1,39.7427,-34.8515,-12.2282,14.674,0.387526,-2.80415,-11,1,36.358,-35.0798,8.84862,-3.60681,-0.0995301,2.8945,11,-1,64.2865,14.4155,24.0867,-57.8341,-1.47028,1.03149
194533,465129,11,-1,75.7131,-65.4131,-1.60081,38.0924,0.553469,-3.11713,11,-1,96.4366,47.4313,-7.07884,-83.667,-1.32324,-0.148151,-11,1,28.399,26.0576,5.03218,-10.1083,-0.372227,0.190769,-11,1,24.3239,-21.0509,-10.0983,6.82198,0.288185,-2.69431
200519,957694,-11,1,57.088,31.2099,4.65888,47.5739,1.19898,0.148181,-11,1,16.4248,-11.9063,-11.2944,0.672122,0.0409439,-2.38256,11,-1,15.7863,-5.55447,8.89762,-11.7978,-0.966908,2.12887,11,-1,7.65144,-7.14773,-2.4734,-1.15617,-0.152271,-2.80845
206859,546521,-11,1,147.586,-46.2884,16.7419,-139.135,-1.76215,2.79454,11,-1,84.7626,21.4319,44.065,-69.164,-1.14465,1.11811,-11,1,48.6143,-6.44573,-39.9724,-26.9073,-0.623392,-1.73067,11,-1,44.8072,4.34486,-36.4966,-25.6283,-0.650443,-1.45231
200519,367756,-11,1,33.6374,-10.7009,13.8501,-28.7253,-1.27063,2.22862,11,-1,59.6049,5.05761,9.96163,-58.5485,-2.35857,1.101,11,-1,41.8887,2.75693,-10.6599,-40.4157,-2.01156,-1.31772,-11,1,38.6808,-2.222,-8.75792,-37.6107,-2.13341,-1.81927
194533,1300900,11,-1,153.437,26.4185,30.5639,148.023,2.00983,0.85802,-11,1,32.0751,-20.9121,-18.8006,15.4283,0.524292,-2.40931,-11,1,26.4455,11.0322,-8.01017,22.6603,1.28145,-0.628012,11,-1,3.49224,-1.3638,-1.83838,2.63746,0.985024,-2.20906
206859,692523,11,-1,61.0083,53.5893,2.2869,29.0683,0.518402,0.0426486,-11,1,90.051,38.0698,31.2877,-75.3721,-1.21105,0.687925,-11,1,46.7791,-38.9412,-13.3128,22.2403,0.517067,-2.81218,11,-1,33.5881,-11.4307,-13.3124,28.6405,1.26596,-2.28029
200519,303510,11,-1,474.25,25.6274,117.285,-458.804,-2.05054,1.35567,11,-1,99.1321,-57.3203,-34.3766,73.2106,0.947207,-2.60137,-11,1,60.7155,1.16493,-60.513,-4.81589,-0.0794858,-1.55155,-11,1,117.676,24.3954,-16.5905,-113.918,-2.06052,-0.597223
